SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2005236N23285,2005,61,,GM,KATRINA,2005-08-27 18:00:00,TS,24.5,-85.3,100,948,hurdat_atl,main,240,240,O_____________,hurdat_atl,AL122005,24.5000,-85.3000, ,HU,100,948,3,140,90,90,130,70,70,60,70,45,35,35,35,1009,225,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , , , , , , ,6,291
2005236N23285,2005,61,,GM,KATRINA,2005-08-27 21:00:00,TS,24.6273,-85.5851, , , ,main,267,267,P_____________, ,AL122005,24.6273,-85.5851, ,HU,100,944,3,140,95,95,135,75,75,62,75,52,40,40,42,1009,225,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,299
2005236N23285,2005,61,,GM,KATRINA,2005-08-28 00:00:00,TS,24.8,-85.9,100,941,hurdat_atl,main,304,304,O_____________,hurdat_atl,AL122005,24.8000,-85.9000, ,HU,100,941,3,140,100,100,140,80,80,65,80,60,45,45,50,1009,225,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120, , , , , , , , , ,7,300
2005236N23285,2005,61,,GM,KATRINA,2005-08-28 03:00:00,TS,24.9849,-86.2702, , , ,main,347,347,P_____________, ,AL122005,24.9849,-86.2702, ,HU,112,935,3,150,130,112,140,90,90,70,90,67,60,47,62,1008,262,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,299
2005236N23285,2005,61,,GM,KATRINA,2005-08-28 06:00:00,TS,25.2,-86.7,125,930,hurdat_atl,main,391,391,O_____________,hurdat_atl,AL122005,25.2000,-86.7000, ,HU,125,930,4,160,160,125,140,100,100,75,100,75,75,50,75,1008,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,155, , , , , , , , , ,9,298
2005236N23285,2005,61,,GM,KATRINA,2005-08-28 09:00:00,TS,25.435,-87.1926, , , ,main,436,393,P_____________, ,AL122005,25.4350,-87.1926, ,HU,135,919,4,170,170,125,140,110,110,75,100,82,82,50,75,1008,300,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,299
2005236N23285,2005,61,,GM,KATRINA,2005-08-28 12:00:00,TS,25.7,-87.7,145,909,hurdat_atl,main,393,346,O_____________,hurdat_atl,AL122005,25.7000,-87.7000, ,HU,145,909,5,180,180,125,140,120,120,75,100,90,90,50,75,1008,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,170, , , , , , , , , ,10,301
2005236N23285,2005,61,,GM,KATRINA,2005-08-28 15:00:00,TS,25.97,-88.1802, , , ,main,346,305,P_____________, ,AL122005,25.9700,-88.1802, ,HU,147,905,5,190,180,125,160,120,120,75,110,90,90,50,82,1007,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,307
2005236N23285,2005,61,,GM,KATRINA,2005-08-28 18:00:00,TS,26.3,-88.6,150,902,hurdat_atl,main,305,257,O_____________,hurdat_atl,AL122005,26.3000,-88.6000, ,HU,150,902,5,200,180,125,180,120,120,75,120,90,90,50,90,1006,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,185, , , , , , , , , ,10,318
2005236N23285,2005,61,,GM,KATRINA,2005-08-28 21:00:00,TS,26.7199,-88.9376, , , ,main,257,201,P_____________, ,AL122005,26.7199,-88.9376, ,HU,145,903,5,200,190,137,180,120,120,75,110,90,90,55,85,1006,325,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,329
2005236N23285,2005,61,,GM,KATRINA,2005-08-29 00:00:00,TS,27.2,-89.2,140,905,hurdat_atl,main,201,159,O_____________,hurdat_atl,AL122005,27.2000,-89.2000, ,HU,140,905,5,200,200,150,180,120,120,75,100,90,90,60,80,1006,350,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,170, , , , , , , , , ,11,335
2005236N23285,2005,61,,GM,KATRINA,2005-08-29 03:00:00,TS,27.6702,-89.447, , , ,main,148,101,P_____________, ,AL122005,27.6702,-89.4470, ,HU,132,909,4,200,200,150,165,120,120,75,100,90,90,60,75,1006,350,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,340
2005236N23285,2005,61,,GM,KATRINA,2005-08-29 06:00:00,TS,28.2,-89.6,125,913,hurdat_atl,main,101,38,O_____________,hurdat_atl,AL122005,28.2000,-89.6000, ,HU,125,913,4,200,200,150,150,120,120,75,100,90,90,60,70,1006,350,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,165, , , , , , , , , ,12,353
2005236N23285,2005,61,,GM,KATRINA,2005-08-29 09:00:00,TS,28.8072,-89.6162, , , ,main,38,0,P_____________, ,AL122005,28.8072,-89.6162, ,HU,116,917,4,200,200,150,125,120,120,75,87,90,90,60,65,1006,325,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,0
2005236N23285,2005,61,,GM,KATRINA,2005-08-29 11:10:00,TS,29.3,-89.6,110,920,hurdat_atl,main,0,0,V_____________,hurdat_atl,AL122005,29.3000,-89.6000,L,HU,110,920,3,200,200,150,106,120,120,75,78,90,90,60,61,1006,306,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,2
2005236N23285,2005,61,,GM,KATRINA,2005-08-29 12:00:00,TS,29.5,-89.6,110,923,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL122005,29.5000,-89.6000, ,HU,110,923,3,200,200,150,100,120,120,75,75,90,90,60,60,1006,300,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,145, , , , , , , , , ,15,0
2005236N23285,2005,61,,GM,KATRINA,2005-08-29 14:45:00,TS,30.2,-89.6,105,928,hurdat_atl,main,0,0,V_____________,hurdat_atl,AL122005,30.2000,-89.6000,L,HU,105,928,3,154,190,127,100,99,110,75,75,71,71,46,46,1005,300,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,0
2005236N23285,2005,61,,,KATRINA,2005-08-29 15:00:00,TS,30.2673,-89.6019, , , ,main,0,0,P_____________, ,AL122005,30.2673,-89.6019, ,HU,103,929,3,150,190,125,100,97,110,75,75,70,70,45,45,1005,300,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,0
2005236N23285,2005,61,,,KATRINA,2005-08-29 18:00:00,TS,31.1,-89.6,80,948,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL122005,31.1000,-89.6000, ,HU,80,948,1,100,180,100,100,75,100,75,75,50,50,30,30,1005,300,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,105, , , , , , , , , ,16,6
2005236N23285,2005,61,,,KATRINA,2005-08-29 21:00:00,TS,31.8661,-89.4001, , , ,main,0,0,P_____________, ,AL122005,31.8661,-89.4001, ,HU,65,954,1,87,135,95,75,62,80, , ,25,25,15,15,1005,300,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,16
2005236N23285,2005,61,,,KATRINA,2005-08-30 00:00:00,TS,32.6,-89.1,50,961,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL122005,32.6000,-89.1000, ,TS,50,961,0,75,90,90,50,50,60, , , , , , ,1005,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65, , , , , , , , , ,16,17
2005236N23285,2005,61,,,KATRINA,2005-08-30 03:00:00,TS,33.3499,-88.8569, , , ,main,0,0,P_____________, ,AL122005,33.3499,-88.8569, ,TS,45,969,0,75,90,82,50, , , , , , , , ,1005,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,16
2005236N23285,2005,61,,,KATRINA,2005-08-30 06:00:00,TS,34.1,-88.6,40,978,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL122005,34.1000,-88.6000, ,TS,40,978,0,75,90,75,50, , , , , , , , ,1005,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , , , , , , ,16,16
2005236N23285,2005,61,,,KATRINA,2005-08-30 09:00:00,TS,34.8572,-88.3364, , , ,main,0,0,P_____________, ,AL122005,34.8572,-88.3364, ,TS,35,981,0,37,45,37,25, , , , , , , , ,1005,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,18
2005236N23285,2005,61,,,KATRINA,2005-08-30 12:00:00,TS,35.6,-88.0,30,985,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL122005,35.6000,-88.0000, ,TD,30,985,-1, , , , , , , , , , , , ,1005,300,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,16,23
2005236N23285,2005,61,,,KATRINA,2005-08-30 15:00:00,TS,36.2918,-87.5804, , , ,main,0,0,P_____________, ,AL122005,36.2918,-87.5804, ,TD,30,987,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,30
2005236N23285,2005,61,,,KATRINA,2005-08-30 18:00:00,TS,37.0,-87.0,30,990,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL122005,37.0000,-87.0000, ,TD,30,990,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,35
2005236N23285,2005,61,,,KATRINA,2005-08-30 21:00:00,TS,37.7916,-86.2537, , , ,main,0,0,P_____________, ,AL122005,37.7916,-86.2537, ,TD,30,992,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,40
2005236N23285,2005,61,,,KATRINA,2005-08-31 00:00:00,ET,38.6,-85.3,30,994,hurdat_atl,main,0,0,O_____________,hurdat_atl,AL122005,38.6000,-85.3000, ,EX,30,994,-4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,46
2005236N23285,2005,61,,,KATRINA,2005-08-31 03:00:00,ET,39.3681,-84.1578, , , ,main,0,0,P_____________, ,AL122005,39.3681,-84.1578, ,EX,27,995,-4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,51
2005236N23285,2005,61,,,KATRINA,2005-08-31 06:00:00,ET,40.1,-82.9,25,996,hurdat_atl,main,0, ,O_____________,hurdat_atl,AL122005,40.1000,-82.9000, ,EX,25,996,-4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,53
2012296N14283,2012,78,,CS,SANDY,2012-10-21 18:00:00,DS,14.3,-77.4,25,1006,hurdat_atl,main,381,381,O_____________,hurdat_atl,AL182012,14.3000,-77.4000, ,LO,25,1006,-3, , , , , , , , , , , , ,1008,180,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,6,224
2012296N14283,2012,78,,CS,SANDY,2012-10-21 21:00:00,DS,14.1,-77.6001, , , ,main,405,405,P_____________, ,AL182012,14.1000,-77.6001, ,LO,25,1005,-3, , , , , , , , , , , , ,1008,180,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,224
2012296N14283,2012,78,,CS,SANDY,2012-10-22 00:00:00,DS,13.9,-77.8,25,1005,hurdat_atl,main,430,430,O_____________,hurdat_atl,AL182012,13.9000,-77.8000, ,LO,25,1005,-3, , , , , , , , , , , , ,1008,180,150, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,6,224
2012296N14283,2012,78,,CS,SANDY,2012-10-22 03:00:00,DS,13.7,-78.0, , , ,main,437,436,P_____________, ,AL182012,13.7000,-78.0000, ,LO,25,1004,-3, , , , , , , , , , , , ,1008,202,112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,224
2012296N14283,2012,78,,CS,SANDY,2012-10-22 06:00:00,DS,13.5,-78.2,25,1003,hurdat_atl,main,436,432,O_____________,hurdat_atl,AL182012,13.5000,-78.2000, ,LO,25,1003,-3, , , , , , , , , , , , ,1008,225,75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,6,226
2012296N14283,2012,78,,CS,SANDY,2012-10-22 09:00:00,DS,13.3,-78.4225, , , ,main,432,406,P_____________, ,AL182012,13.3000,-78.4225, ,LO,27,1002,-3, , , , , , , , , , , , ,1007,237,75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,224
2012296N14283,2012,78,,CS,SANDY,2012-10-22 12:00:00,TS,13.1,-78.6,30,1002,hurdat_atl,main,406,383,O_____________,hurdat_atl,AL182012,13.1000,-78.6000, ,TD,30,1002,-1, , , , , , , , , , , , ,1007,250,75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,213
2012296N14283,2012,78,,CS,SANDY,2012-10-22 15:00:00,TS,12.8775,-78.7025, , , ,main,383,361,P_____________, ,AL182012,12.8775,-78.7025, ,TD,32,1001,-1, , , , , , , , , , , , ,1007,250,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,193
2012296N14283,2012,78,,CS,SANDY,2012-10-22 18:00:00,TS,12.7,-78.7,35,1000,hurdat_atl,main,361,349,O_____________,hurdat_atl,AL182012,12.7000,-78.7000, ,TS,35,1000,0,50,60, , , , , , , , , , ,1007,250,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , ,3,157
2012296N14283,2012,78,,CS,SANDY,2012-10-22 21:00:00,TS,12.5975,-78.5799, , , ,main,351,351,P_____________, ,AL182012,12.5975,-78.5799, ,TS,37,999,0,50,60, , , , , , , , , , ,1007,250,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,109
2012296N14283,2012,78,,CS,SANDY,2012-10-23 00:00:00,TS,12.6,-78.4,40,998,hurdat_atl,main,355,355,O_____________,hurdat_atl,AL182012,12.6000,-78.4000, ,TS,40,998,0,50,60, , , , , , , , , , ,1007,250,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , ,12,60,60, , ,3,72
2012296N14283,2012,78,,CS,SANDY,2012-10-23 03:00:00,TS,12.705,-78.2425, , , ,main,371,371,P_____________, ,AL182012,12.7050,-78.2425, ,TS,40,998,0,60,70, , , , , , , , , , ,1006,245,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60,52, , ,4,44
2012296N14283,2012,78,,CS,SANDY,2012-10-23 06:00:00,TS,12.9,-78.1,40,998,hurdat_atl,main,382,382,O_____________,hurdat_atl,AL182012,12.9000,-78.1000, ,TS,40,998,0,70,80, , , , , , , , , , ,1005,240,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , ,12,60,45, ,45,5,29
2012296N14283,2012,78,,CS,SANDY,2012-10-23 09:00:00,TS,13.1275,-77.9999, , , ,main,390,390,P_____________, ,AL182012,13.1275,-77.9999, ,TS,40,996,0,85,90, , , , , , , , , , ,1005,240,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,21
2012296N14283,2012,78,,CS,SANDY,2012-10-23 12:00:00,TS,13.4,-77.9,40,995,hurdat_atl,main,405,405,O_____________,hurdat_atl,AL182012,13.4000,-77.9000, ,TS,40,995,0,100,100, , , , , , , , , , ,1005,240,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , , , , , , ,6,23
2012296N14283,2012,78,,CS,SANDY,2012-10-23 15:00:00,TS,13.685,-77.7575, , , ,main,423,416,P_____________, ,AL182012,13.6850,-77.7575, ,TS,42,994,0,100,110, , , , , , , , , , ,1005,240,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,26
2012296N14283,2012,78,,CS,SANDY,2012-10-23 18:00:00,TS,14.0,-77.6,45,993,hurdat_atl,main,416,381,O_____________,hurdat_atl,AL182012,14.0000,-77.6000, ,TS,45,993,0,100,120, , , , , , , , , , ,1005,240,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,75,60, ,50,7,26
2012296N14283,2012,78,,CS,SANDY,2012-10-23 21:00:00,TS,14.3275,-77.4425, , , ,main,381,335,P_____________, ,AL182012,14.3275,-77.4425, ,TS,50,991,0,100,135, , , ,35, , , , , , ,1006,270,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,82,75, ,50,8,23
